,name,uri,danceability,energy,loudness,speechiness,acousticness,liveness
543,Sky Walker (feat. Travis Scott),spotify:track:1DRW9bQzt2SE8f7H4KJZyL,0.629,0.717,-5.706,0.0638,0.0876,0.358
544,Boss Up,spotify:track:0FXnVTZ7aUfUAi3a6B1myb,0.707,0.44,-8.478,0.217,0.172,0.284
545,17,spotify:track:15DwFznkBJir7AK9PyMyRR,0.703,0.832,-7.202,0.0689,0.00149,0.0696
546,Big Jet Plane,spotify:track:71P1N0X76YtZMbBIGG47un,0.647,0.713,-5.874,0.0256,0.113,0.146
547,Let You Down,spotify:track:3gWu8y0TKCIdy2mpTqVnTl,0.658,0.715,-5.688,0.122,0.319,0.181
548,Miracles (Someone Special),spotify:track:6uJwPeBGb3swi85TSr9iIz,0.624,0.824,-5.501,0.0445,0.0167,0.138
549,Living Single,spotify:track:6kf2Gf3KyxlS8dm5CMAlBX,0.709,0.621,-5.455,0.311,0.234,0.108
550,Delay,spotify:track:65JkgQCoMwlZkc2WXhMBX7,0.655,0.636,-8.846,0.0373,0.746,0.131
551,Self-Made,spotify:track:2rUwQj4SWaP2anuGDtNpYR,0.932,0.702,-3.459,0.0903,0.00304,0.267
552,High End (feat. Future & Young Thug),spotify:track:2XdgSB4TtzUHQYCMfSHbFI,0.725,0.503,-5.646,0.209,0.0144,0.124
553,Gucci Gang,spotify:track:6foxplXS0YEq8cO374Lty4,0.95,0.533,-7.022,0.148,0.247,0.114
554,Tunnel Vision,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,0.497,0.489,-7.724,0.294,0.0576,0.122
555,1x1,spotify:track:4YkX9Qiys9ICKCpio9jTpc,0.493,0.584,-6.906,0.167,0.0277,0.191
556,No Longer Friends,spotify:track:4IdAIZRVkwuQQnHpi529cn,0.652,0.663,-7.78,0.326,0.205,0.105
557,Members Only,spotify:track:3zyySJVPMSDF57tB7KbWlI,0.783,0.629,-6.647,0.154,0.135,0.0838
558,Extra Luv (feat. YG),spotify:track:1tlBuoIRrtqFs9bE9dmli5,0.831,0.573,-6.408,0.221,0.188,0.109
559,LOVE. FEAT. ZACARI.,spotify:track:5WkPWduQVV8fh7pppm1fqg,0.801,0.58,-7.311,0.1,0.289,0.153
560,Distance,spotify:track:69f1steoIMhN1skPkBR6rB,0.774,0.812,-5.446,0.215,0.184,0.0757
561,Wait for Me,spotify:track:2nO1DYEg1X5GHi8SSuNJQj,0.488,0.624,-8.357,0.0329,0.0263,0.122
562,BoRdErSz,spotify:track:3MpdgSxThlICp5LSsZejGf,0.627,0.442,-9.048,0.134,0.377,0.0984
563,So Am I (feat. Damian Marley & Skrillex),spotify:track:26K4tbF6waeJzo11e3JDo8,0.642,0.791,-6.073,0.137,0.0242,0.192
564,Finesse,spotify:track:6IDPludhDutkH3BCfNRmTb,0.72,0.727,-5.731,0.0875,0.0829,0.166
565,Watching (feat. Meek Mill),spotify:track:4p5KOJck1PZQKk3hcp0s9n,0.707,0.488,-7.624,0.05,0.0792,0.324
566,I'm A Fan (feat. Jeremih),spotify:track:66IjE9uW4Ta9KqJH0zBSOd,0.683,0.614,-5.002,0.0692,0.552,0.292
567,Long Time (feat. Quavo),spotify:track:1vvsD4wGSpDtL1hPR4aNKJ,0.738,0.625,-5.855,0.274,0.242,0.103
568,Rake It Up,spotify:track:6c7D34787LOtPm8tzhsLgH,0.91,0.444,-8.126,0.344,0.022,0.137
569,DnF (feat. Drake & Future),spotify:track:6AaOtHsKd195ec0Y4kC9ER,0.721,0.607,-7.078,0.277,0.0958,0.29
570,Skrt Skrt,spotify:track:5t5LlhBKPHhCgHV7w7Zoi8,0.57,0.653,-8.479,0.152,0.0191,0.133
571,It's Only Real,spotify:track:1d8yv21IqQl580O8Nulc4W,0.742,0.957,-8.428,0.0362,0.000909,0.0819
572,Tunnel Vision - Don Diablo Edit,spotify:track:5xL84TYVoMCJZc3ZIv50x4,0.763,0.913,-4.1,0.112,0.234,0.11
573,One Day,spotify:track:24liz4KMBXFfnHP553wVqV,0.779,0.302,-11.888,0.0702,0.212,0.102
574,The Plan,spotify:track:3hmrgEKcLEQi0rlk3mJfZ7,0.801,0.604,-7.828,0.423,0.00266,0.159
575,Drama (feat. Drake),spotify:track:0PXp9QxBfSKGGpWUNaws2X,0.709,0.362,-9.814,0.055,0.157,0.109
576,Bodak Yellow,spotify:track:2771LMNxwf62FTAdpJMQfM,0.929,0.723,-5.792,0.109,0.0672,0.346
577,Northern Soul,spotify:track:0HiGGdspUxwpWYFhbMKRdP,0.515,0.614,-11.123,0.0621,0.027,0.0726
578,Hello There,spotify:track:7fyx7nBQTEtYrfXc0UgUYs,0.798,0.72,-6.368,0.0672,0.0205,0.0666
579,F**k The Summer Up (feat. Biker Boy Pug),spotify:track:7cEEYdFRWCKkA9SL536I3p,0.565,0.713,-6.823,0.104,0.00716,0.234
580,Ghostface Killers,spotify:track:5u6vkDnOyaf8LsteDAj2ub,0.782,0.436,-7.033,0.155,0.331,0.342
581,Ric Flair Drip (& Metro Boomin),spotify:track:7sO5G9EABYOXQKNPNiE9NR,0.88,0.428,-8.28,0.206,0.149,0.114
582,Rap Saved Me,spotify:track:0tdCy39PgWN8LFWu34ORn3,0.845,0.399,-7.509,0.309,0.00525,0.102
583,Mad Stalkers,spotify:track:6HR1z11h0ROUlWP4Kx8Z7G,0.9,0.365,-6.395,0.235,0.147,0.179
584,Mi Gente,spotify:track:2rb5MvYT7ZIxbKW5hfcHx8,0.543,0.677,-4.915,0.0993,0.0148,0.13
585,Sorry Not Sorry,spotify:track:3m660poUr1chesgkkjQM7P,0.704,0.633,-6.923,0.241,0.0214,0.29
586,Summer In December,spotify:track:3A8rpl544sHeRfhqA1L6ZT,0.596,0.879,-4.563,0.359,0.0706,0.0965
587,I Know You,spotify:track:34t13rSSZtr22CjcmroMmh,0.56,0.746,-5.098,0.0894,0.151,0.0834
588,Closer,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,-5.599,0.0338,0.414,0.111
589,Him & I,spotify:track:3YU6vJbjYUG0tiJyXf9x5V,0.589,0.731,-6.343,0.0868,0.0534,0.308
590,Wolves,spotify:track:7EmGUiUaOSGDnUUQUDrOXC,0.715,0.802,-4.647,0.0394,0.139,0.177
591,I'm Feeling It (In The Air) - Sunset Bros X Mark McCabe,spotify:track:61BCGNgkp9jPsDhtB01dRM,0.527,0.949,-4.169,0.0394,0.000185,0.922
592,Glad You Came,spotify:track:7xHfguzndSR2jOpMxzqh3r,0.655,0.804,-5.288,0.0798,0.0605,0.381
593,Meant to Be (feat. Florida Georgia Line),spotify:track:7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,-6.458,0.0856,0.047,0.083
594,BDY on Me,spotify:track:4N1r0Iiy853aVbYmSXvYli,0.729,0.495,-9.854,0.0384,0.114,0.11
595,Waves - Acoustic,spotify:track:2Qgupr81MDbk182qKkf1oX,0.431,0.202,-11.361,0.0471,0.948,0.109
596,Savage Time (& Metro Boomin),spotify:track:1asD9F8dfQLxJisFwR2IZ8,0.502,0.481,-9.418,0.345,0.195,0.329
597,Undivided,spotify:track:4ZTETnwHx0TlJbSJORennq,0.688,0.43,-8.602,0.159,0.529,0.117
598,"24 Hours (feat. Bobby Shmurda, Teefli & Ty Dolla Sign)",spotify:track:5VOQloTjIYB8ixnDZsEu7t,0.742,0.826,-2.728,0.0428,0.0399,0.294
599,Say Less,spotify:track:5sOW5hiIFFjtS51KMlWwt1,0.694,0.259,-13.388,0.102,0.477,0.0697
600,The Beautiful & Damned,spotify:track:2WWruw7ul9N7eqoHELyMc2,0.656,0.804,-5.191,0.363,0.173,0.837
601,But A Dream,spotify:track:6sDCgB1Ulh7aw92mk0opyd,0.583,0.685,-6.978,0.425,0.162,0.0858
602,Legend,spotify:track:0HXhk04CE4fE2Xr387TET3,0.807,0.597,-4.813,0.0489,0.0722,0.119
603,Pick Me Up,spotify:track:18bhLb1XbBQbRj9QAvIiHt,0.584,0.731,-6.209,0.209,0.114,0.607
604,Crash & Burn,spotify:track:3rtuukjxyg57bDRZbkkt5l,0.558,0.778,-4.03,0.274,0.0719,0.0905
605,No Less,spotify:track:44YAJYlDg4EECrecze8BU2,0.632,0.49,-7.386,0.286,0.566,0.0985
606,Fly Away,spotify:track:7EqbX6KDCvWms0m8Rbmt2q,0.517,0.552,-9.459,0.517,0.211,0.0756
607,Love Is Gone,spotify:track:7aW0z1jKq6FgB7ffpbocg6,0.631,0.79,-5.128,0.391,0.144,0.213
608,Temperature,spotify:track:3D8nmWMF0nJW3dy04EUM4d,0.864,0.587,-4.504,0.0985,0.36,0.0909
609,Tell Me Why,spotify:track:6nsmj4f9Iw3FXCRsNc6JVZ,0.565,0.626,-7.107,0.0476,0.279,0.272
610,Runaway,spotify:track:122lxLiuCUAdpaGOk2KSbe,0.678,0.41,-7.962,0.0396,0.716,0.0941
611,YRF (feat. Fredo & Not3s),spotify:track:5BhRfzO3MokDQVJUKurRTV,0.801,0.695,-5.834,0.242,0.211,0.11
612,Transportin',spotify:track:1WIZiOuNO3woKfdlSK2gNn,0.804,0.66,-4.86,0.0726,0.0319,0.103
613,Stargazing,spotify:track:0Zbbxnx4SGGHoIow4PpISP,0.677,0.497,-5.763,0.0809,0.152,0.0911
614,Plain Jane,spotify:track:4dVpf9jZjcORqGTLUaeYj9,0.797,0.844,-5.482,0.275,0.0651,0.087
615,I Miss You (feat. Julia Michaels),spotify:track:2xmrfQpmS2iJExTlklLoAL,0.638,0.658,-6.318,0.0456,0.245,0.0919
616,For You (Fifty Shades Freed) (& Rita Ora),spotify:track:5hM6sP0Gh1jD57drszNueC,0.483,0.799,-4.567,0.0366,0.0188,0.226
617,I Fall Apart,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,-5.408,0.0382,0.0689,0.196
618,Let Me Down,spotify:track:2tpYmda4mM7XFvpbhOfERH,0.547,0.504,-7.909,0.0478,0.779,0.155
619,Bring It Back (with Drake & Mike WiLL Made-It),spotify:track:6wQlT5VQU5eM4NYBIJ6wO5,0.88,0.316,-5.805,0.433,0.233,0.111
620,No Captain,spotify:track:7KKzbd8nN8M51mOzoNlH3k,0.584,0.532,-11.357,0.0381,0.153,0.109
621,All Night,spotify:track:5mAxA6Q1SIym6dPNiFLUyd,0.545,0.865,-2.601,0.0522,0.0724,0.919
622,MIC Drop (feat. Desiigner) [Steve Aoki Remix],spotify:track:7Ed6BkggCS2KaKY5YlINaF,0.613,0.842,-4.332,0.219,0.0157,0.23
623,God's Plan,spotify:track:6T8cJz5lAqGer9GUHGyelE,0.755,0.448,-9.587,0.107,0.0283,0.514
624,Diplomatic Immunity,spotify:track:3tvkzvUTF0yoq3pdBi81I0,0.663,0.846,-5.226,0.453,0.00472,0.292
625,wonderful,spotify:track:1cZlBZwnwGPtYeRIeQcoFh,0.769,0.569,-5.591,0.0786,0.0737,0.0571
626,Miss You (with Major Lazer & Tory Lanez),spotify:track:7HdZY9UJTylIiNcSDFyUDc,0.747,0.641,-4.502,0.0925,0.25,0.106
627,Egyptian Luvr (feat. Aminé and Dana Williams),spotify:track:7050rrS8ipHBjWmNV7PpXs,0.834,0.591,-7.543,0.305,0.0553,0.074
628,No Drama (feat. Offset),spotify:track:5FZyParKWrsTrmSKhhKClw,0.748,0.662,-4.658,0.0508,0.186,0.11
629,Mine,spotify:track:6tHWl8ows5JOZq9Yfaqn3M,0.716,0.805,-3.839,0.0856,0.014,0.291
630,Sick Boy,spotify:track:7jqDzXJS0K0Re8uphYNit0,0.548,0.58,-7.524,0.121,0.104,0.127
631,That Way,spotify:track:0Sc5lXL9iqUHibXRfiquGn,0.594,0.889,-3.898,0.034,0.125,0.143
632,Lord (It's OK) [feat. Janet Grogan],spotify:track:0t1JFclzJj7yEny7a2Khqr,0.423,0.361,-10.707,0.182,0.773,0.313
633,Give 'n' Take,spotify:track:5N5eDeqI0bRGUMPB1aEczU,0.68,0.715,-5.279,0.173,0.0218,0.166
634,i Shyne,spotify:track:0AcHbiMs86CCgprvc7E1gs,0.776,0.732,-3.719,0.081,0.175,0.364
635,How U Feelin?,spotify:track:47n4ZoeL9tQK8GSgzawaWy,0.78,0.647,-6.508,0.267,0.215,0.0605
636,Look Alive (feat. Drake),spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,0.922,0.581,-7.495,0.27,0.00104,0.105
637,Icon,spotify:track:7giJloJaYKHBVnxmck789F,0.573,0.81,-5.088,0.374,0.228,0.474
638,FRIENDS,spotify:track:08bNPGLD8AhKpnnERrAc6G,0.626,0.88,-2.384,0.0504,0.205,0.128
639,See Me,spotify:track:17I8HJ0rI760NXwve92rpO,0.854,0.578,-8.824,0.0889,0.669,0.0844
640,Opus,spotify:track:6Ggtd1UBsm8GzMdDeEZOvO,0.283,0.738,-6.171,0.037,0.000773,0.078
641,Hard2Look,spotify:track:7vEZ5dxujV6vi9FL2M6X5m,0.718,0.436,-8.212,0.0552,0.606,0.0769
642,All The Stars (with SZA),spotify:track:2Imq77E6CEJR5TPUxlJvTY,0.532,0.642,-4.891,0.111,0.0548,0.0991
643,X (with 2 Chainz & Saudi),spotify:track:4iEpZuwhEuoilKaZjXQPbF,0.763,0.468,-8.476,0.278,0.0211,0.26
644,Psycho (feat. Ty Dolla $ign),spotify:track:7wrDRQgHlvDnimrRHfQZxt,0.748,0.546,-8.134,0.106,0.59,0.112
645,Catching Feelings,spotify:track:6kxjk9oOqJNYqsPxMDaPgn,0.761,0.823,-8.879,0.0385,0.229,0.0874
646,Pool Party Music,spotify:track:0FkyEozlHGvT56E2567C7j,0.839,0.652,-8.473,0.122,1.82e-05,0.13
647,Still Not Over You (Mall Grab Remix),spotify:track:6qcb2k28Y5lMnfP5khTZgr,0.677,0.663,-10.533,0.0325,0.00186,0.113
648,Talking Body - KREAM Remix,spotify:track:5wOoNsobTbn5LnXNBURDVv,0.758,0.755,-7.82,0.062,0.0236,0.0829
649,Concussion,spotify:track:0ATXjHFhOLgQcMEJcBRdGa,0.643,0.657,-12.849,0.0352,0.197,0.0883
650,Everyday,spotify:track:4EAV2cKiqKP5UPZmY6dejk,0.667,0.741,-4.099,0.0378,0.0425,0.0761
651,44 More,spotify:track:3e7Y6sfFlIdBMJhX7wpqVO,0.824,0.584,-7.098,0.221,0.0718,0.106
652,Wassup,spotify:track:5KVciTEfXvpcFHR3RFbtJy,0.777,0.57,-6.833,0.0472,0.0869,0.121
653,Body,spotify:track:43V1z6QToNNWNldV4FEG6r,0.752,0.764,-4.399,0.038,0.0476,0.0543
654,Hurt To Look (feat. Rae Sremmurd),spotify:track:07VJGBnywGutMZ72kRyEop,0.593,0.675,-5.655,0.133,0.152,0.119
655,Pieces (feat. 50 Cent),spotify:track:4fdXiz0uJKg3HUOVj1p6iL,0.746,0.749,-7.875,0.5,0.273,0.094
656,Hypnotized,spotify:track:70E8xgEavw6UrRHj7BNp0H,0.513,0.457,-9.796,0.0716,0.159,0.0623
657,Man Down (feat. AlunaGeorge),spotify:track:1keIwLlHg0VZhoQQiTb0Xi,0.726,0.665,-5.611,0.0722,0.299,0.179
658,Like I Do,spotify:track:6RnkFd8Fqqgk1Uni8RgqCQ,0.635,0.9,-3.719,0.0377,0.00664,0.37
659,Everybody Hates Me,spotify:track:3pIigjAWkzwAonXpJ1fmSF,0.471,0.755,-6.612,0.0455,0.00836,0.368
660,Fire N Gold,spotify:track:1A8ll0hlEhNelL6oQjvzoe,0.539,0.855,-5.447,0.0428,0.00409,0.329
661,Tequila Kisses,spotify:track:59i8dmWOPtEaDFXkkhWYiN,0.791,0.488,-6.829,0.0387,0.0227,0.0943
662,SAD!,spotify:track:35ieKju5aLWFN5UgfJ27mL,0.74,0.613,-4.88,0.145,0.258,0.123
663,Lemon (feat. Drake) - Drake Remix,spotify:track:739vCwA3EpBSkk3uDsI2wB,0.777,0.657,-6.434,0.237,0.000738,0.0932
664,Breathe,spotify:track:59yEtvXV2MevzODKH2HSil,0.687,0.659,-5.956,0.04,0.191,0.122
665,Open Up,spotify:track:749W3kDaSYtSn12pCF6gd6,0.817,0.454,-9.994,0.0717,0.0272,0.0755
666,Droptop in the Rain (feat. Tory Lanez),spotify:track:2ZN1EnypRwsD38EoFRwmu9,0.73,0.581,-5.833,0.0828,0.0295,0.106
667,66,spotify:track:6tarvNiKnEjYMj1VZhlDqR,0.667,0.723,-4.31,0.27,0.0455,0.213
668,Bad Company (feat. BlocBoy JB),spotify:track:3ZYwSDF9knZI0RVlKR4PHC,0.901,0.529,-7.94,0.413,0.0679,0.536
669,Chasing Fire,spotify:track:1xy4apMFecGGkgBeaHFZ2M,0.709,0.562,-4.864,0.0724,0.0449,0.217
670,Breathe,spotify:track:6tvQzeCPwOytDlBYCIOY0n,0.722,0.744,-5.52,0.0363,0.0234,0.143
671,One Kiss (with Dua Lipa),spotify:track:7ef4DlsgrMEH11cDZd32M6,0.791,0.862,-3.24,0.11,0.037,0.0814
672,Nice For What,spotify:track:1cTZMwcBJT0Ka3UJPXOeeN,0.567,0.913,-6.471,0.0736,0.0934,0.114
673,The Middle,spotify:track:2ARqIya5NAuvFVHSN3bL0m,0.748,0.652,-3.02,0.058,0.208,0.128
674,Call Out My Name,spotify:track:4MPTj8lMMvxLwT3EwuXFop,0.449,0.599,-4.892,0.0369,0.211,0.327
675,Would You Ever,spotify:track:57p8CBvPOxrvyCbn6ttl5r,0.653,0.91,-3.36,0.0566,0.0079,0.318
676,Guatemala (feat. Slim Jxmmi) - From Swaecation,spotify:track:6sTDhYVVXU3HSDuG7mBLRU,0.849,0.699,-5.193,0.0574,0.185,0.0954
677,GOTTI,spotify:track:27oFpFktCq9JIXjJQRuv7a,0.728,0.584,-7.255,0.176,0.0524,0.0658
678,Neutron Dance,spotify:track:4aJvhLq9ztZbNOfP6xC3H2,0.74,0.904,-7.695,0.0461,0.0107,0.923
679,Cityyyyyy Lifeee,spotify:track:6wsCLvtcXGQZu38RluW2v6,0.71,0.89,-5.87,0.18,0.0891,0.101
680,Somebody,spotify:track:3pWcj8hxj3fsb9TDAcMpEl,0.532,0.616,-7.074,0.0328,0.186,0.0928
681,Met Gala (feat. Offset),spotify:track:2XaInsPPUkZRkY4uFJ3AHK,0.817,0.587,-6.502,0.108,0.052,0.185
682,Lost It (feat. Quavo & Offset),spotify:track:0P1O6JO2i19etVxXqgPHpa,0.827,0.642,-4.29,0.242,0.00905,0.0865
683,Paranoid,spotify:track:3fpVWegR6YOS1Yk5HSMYIq,0.625,0.536,-5.428,0.0776,0.038,0.167
684,Spoil My Night (feat. Swae Lee),spotify:track:5VuxWXbt7XENQCtE9TzpTv,0.672,0.717,-2.714,0.034,0.341,0.106
685,Ball For Me (feat. Nicki Minaj),spotify:track:6IaieqiCVvsNvEt6Y7yOFa,0.797,0.55,-4.166,0.24,0.513,0.0786
686,OTW,spotify:track:6Hgh47WXVKtXN5zGOu0hjI,0.652,0.678,-6.183,0.0541,0.183,0.106
687,CLOSE (feat. Travis Scott) - From SR3MM,spotify:track:3qKCDFZp192KBEEtFj7fDa,0.691,0.736,-4.993,0.0321,0.104,0.111
688,Zack And Codeine,spotify:track:5lZZmityu9TAjNvSY6GLhR,0.738,0.824,-5.165,0.0437,0.15,0.132
689,Better Now,spotify:track:7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,-5.804,0.04,0.331,0.135
690,Nobody Like You,spotify:track:08VgrfLysX34iY5D7DZQnw,0.756,0.593,-6.461,0.0904,0.18,0.278
691,Rich & Sad,spotify:track:2VdT56BGpdqNHUgOe1j5vc,0.599,0.571,-4.998,0.0665,0.198,0.0969
692,Yes Indeed,spotify:track:1wsf1YFQSYND45y0GzJmf7,0.964,0.346,-9.309,0.53,0.035,0.108
693,Over Now,spotify:track:09IOPhEh1OMe0HD9b36FJk,0.569,0.777,-4.041,0.0834,0.139,0.132
694,Hell & Back,spotify:track:0TKWHD7sbO0CrEAdegPLZm,0.597,0.545,-6.956,0.102,0.339,0.107
695,Mochi,spotify:track:4wXSwdCc44TPEqAI4z9U0W,0.676,0.65,-4.936,0.263,0.0735,0.678
696,Taste (feat. Offset),spotify:track:5IaHrVsrferBYDm0bDyABy,0.884,0.559,-7.442,0.12,0.0236,0.101
697,February 3rd,spotify:track:5OA7eJqztQr6G6Xzo6eu55,0.624,0.453,-9.184,0.0369,0.453,0.13
698,Broken Clocks,spotify:track:2fXwCWkh6YG5zU1IyvQrbs,0.684,0.683,-7.366,0.177,0.13,0.156
699,I'm Upset,spotify:track:76V6tS6c6X70KTIHTt6lpN,0.9,0.578,-8.286,0.304,0.28,0.0812
700,Nevermind,spotify:track:63SevszngYpZOwf63o61K4,0.6,0.688,-8.339,0.201,0.159,0.409
701,All to You,spotify:track:55FD4r3EgXRMKP79hDbt5y,0.463,0.337,-9.852,0.0723,0.391,0.0728
702,A Thousand Times,spotify:track:3ZzKKSPEOIfaSqkZ0cwXtN,0.654,0.472,-8.928,0.161,0.0793,0.0921
703,Aries (YuGo) (feat. Pharrell & Station Wagon P),spotify:track:59LUh4amaXhgrWh6mWKbCn,0.853,0.635,-3.82,0.0405,0.0107,0.325
704,Criminals,spotify:track:6LhMds7ayfuDXVm05O2uOs,0.565,0.766,-5.272,0.0443,0.0534,0.123
705,Best Life (feat. Chance The Rapper),spotify:track:00B7TZ0Xawar6NZ00JFomN,0.62,0.625,-7.438,0.553,0.287,0.314
706,My Favorite Part,spotify:track:66wkCYWlXzSTQAfnsPBptt,0.861,0.33,-7.194,0.0526,0.627,0.14
707,Jackie Chan,spotify:track:4kWO6O1BUXcZmaxitpVUwp,0.747,0.834,-2.867,0.045,0.374,0.0586
708,Your Lovin' (feat. MØ & Yxng Bane),spotify:track:1p6Sc7zeA9dMIDT1mIpCJ1,0.502,0.873,-5.175,0.241,0.0712,0.0702
709,Drinks On Us,spotify:track:7qztzeFB9VU7OTek4lj38f,0.776,0.628,-6.553,0.284,0.371,0.102
710,Worthy,spotify:track:0SdVuqcXv99U5yIS5ZLZ9X,0.805,0.363,-7.5,0.0718,0.243,0.0836
711,Money Forever,spotify:track:5f72i1QnGA57aJqvAbevGu,0.637,0.511,-10.869,0.287,0.0156,0.252
712,Wrong Move (feat. Olivia Holt),spotify:track:0rtYRtOYiXy8islpKQQm7Z,0.722,0.705,-5.821,0.0505,0.161,0.113
713,Bigger Than You (feat. Drake & Quavo),spotify:track:5S1IUPueD0xE0vj4zU3nSf,0.888,0.515,-6.246,0.271,0.247,0.446
714,You Da Baddest (feat. Nicki Minaj),spotify:track:4AFgK4wP1iD5i8BYaLr9Vf,0.807,0.736,-6.748,0.151,0.109,0.104
715,This Town (feat. Sasha Sloan),spotify:track:4aSfgWmRa9KsISD4Jmx7QB,0.736,0.449,-7.956,0.0633,0.506,0.117
716,I'll Be There,spotify:track:5JAV6zTeezAuQRyGP9nRWd,0.519,0.536,-6.471,0.0806,0.241,0.114
717,Kool Aid and Frozen Pizza,spotify:track:3VmrLy4WZLHDgTXENCIz2p,0.724,0.765,-7.06,0.263,0.198,0.23
718,Nikes on My Feet,spotify:track:4Hq1q82uvzNxUYmgBOxPco,0.823,0.438,-8.728,0.279,0.537,0.105
719,The Mark - Interlude,spotify:track:1IYNHCRKW9V6fNUMHvU4eI,0.171,0.0556,-30.054,0.0384,0.983,0.285
720,Playinwitme (feat. Kehlani),spotify:track:4F1yvJfQ7gJkrcgFJQDjOr,0.689,0.584,-5.768,0.119,0.339,0.297
721,Strangers - R3hab Remix,spotify:track:3UqzTDsk3LZwzxjNofMeCB,0.719,0.629,-5.244,0.0267,0.0742,0.0931
722,You Can't Beat Love,spotify:track:6dOFmM5Faj4nm1peWRmfGr,0.66,0.794,-3.498,0.0452,0.0718,0.275
723,Something New,spotify:track:4d2iGFWFAMt6AE7SQ7Psxh,0.904,0.434,-7.807,0.0638,0.0276,0.0816
724,Notice Me,spotify:track:3OnOomd79OjqSYHchCQ6ht,0.793,0.344,-9.757,0.357,0.112,0.15
725,Down Girl,spotify:track:4PZ4xyWBCCJqAeWI8uSLca,0.797,0.507,-9.214,0.0694,0.308,0.108
726,Lucid Dreams,spotify:track:0s3nnoMeVWz3989MkNQiRf,0.511,0.566,-7.23,0.2,0.349,0.34
727,Stay Woke (feat. Miguel),spotify:track:3X9OVlc4YaL9nowxAVcJex,0.577,0.615,-8.741,0.13,0.0298,0.0969
728,No Lie,spotify:track:1xySCCP2zuNtTzyqlJUwKI,0.708,0.884,-3.427,0.12,0.0421,0.288
729,Trndsttr (feat. M. Maggie) - Lucian Remix,spotify:track:0Njuk9ivU3IwFfx9sxuwuh,0.794,0.476,-4.337,0.0558,0.354,0.332
730,All My Friends (feat. Tinashe & Chance the Rapper),spotify:track:6TaqooOXAEcijL6G1AWS2K,0.689,0.521,-5.845,0.132,0.119,0.108
731,Ring Ring (feat. Mabel & Rich The Kid),spotify:track:3pSfoP1xZllxEuZ6Oh6ebn,0.779,0.641,-4.912,0.141,0.172,0.102
732,No Brainer,spotify:track:5WvAo7DNuPRmk4APhdPzi8,0.552,0.76,-4.706,0.342,0.0733,0.0865
733,SWISH,spotify:track:55GiOwtxNajXVbpjjIzMnD,0.884,0.541,-5.608,0.221,0.0831,0.118
734,SICKO MODE,spotify:track:2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,-3.714,0.222,0.00513,0.124
735,High On Life (feat. Bonn),spotify:track:4ut5G4rgB1ClpMTMfjoIuy,0.414,0.486,-6.431,0.0311,0.0129,0.111
736,Loud,spotify:track:556LJMJMhRJUNb4IggLTMM,0.694,0.858,-5.677,0.437,0.318,0.111
737,Boomerang (feat. TYSM),spotify:track:0miVYVrty2kNqPQLfxRlW6,0.67,0.628,-7.125,0.0613,0.0394,0.144
738,10th Inning,spotify:track:433FcN3IDhLemXyVL0w4FM,0.542,0.661,-7.516,0.233,0.563,0.0942
739,Black Out,spotify:track:4AlSFIZqCLxIzJca7cd4fq,0.439,0.63,-7.563,0.48,0.424,0.172
740,Be Careful,spotify:track:2Yl4OmDby9iitgNWZPwxkd,0.82,0.568,-8.23,0.411,0.0256,0.0952
741,I Do (feat. SZA),spotify:track:1f5PNhkNgUpvDEeZfcIlO1,0.886,0.473,-7.338,0.255,0.27,0.0864
742,Perfume,spotify:track:7wlkQXrjhxucwVk5W8QE9g,0.925,0.62,-7.502,0.268,0.0812,0.356
743,Ja Rule & Ashanti,spotify:track:76nmX4bM6Xfm99faEuXfOp,0.817,0.589,-6.759,0.0486,0.0332,0.113
744,Walk It out!,spotify:track:77Uka9VwManFDJGX1C2l50,0.978,0.608,-6.9,0.143,0.00759,0.107
745,Oh Wow,spotify:track:43iloSMNjOYqR5207cnqhO,0.764,0.697,-4.598,0.0535,0.108,0.14
746,Fuck Love (feat. Trippie Redd),spotify:track:7AQim7LbvFVZJE3O8TYgf2,0.797,0.533,-9.74,0.0412,0.0172,0.103
747,Eastside (with Halsey & Khalid),spotify:track:0d2iYfpKoM0QCKvcLCkBao,0.56,0.68,-7.648,0.321,0.555,0.116
748,Happier,spotify:track:2dpaYNEQHiRxtZbfNsse99,0.687,0.792,-2.749,0.0452,0.191,0.167
749,Ned Flanders (feat. A$AP Ferg),spotify:track:6f5i916F3jU6BhOOD7iGqf,0.936,0.495,-6.062,0.229,0.0254,0.087
750,STARGAZING,spotify:track:7wBJfHzpfI3032CSD7CE2m,0.487,0.789,-3.69,0.044,0.00947,0.189
751,The Ringer,spotify:track:2jt2WxXMCD4zjACthkJQVE,0.939,0.551,-9.126,0.291,0.0311,0.192
752,Fear,spotify:track:3IS2FoqSwKh1CMMEFk45wr,0.464,0.763,-6.086,0.206,0.0681,0.112
753,Hacked My Instagram,spotify:track:47H8NFQgMR0mAX6eiJSc5r,0.713,0.51,-7.416,0.0765,0.0143,0.333
