,name,danceability,energy,loudness,speechiness,acousticness,liveness,tempo
42,like that,0.573,0.441,-5.799,0.0758,0.186,0.61,61.657
43,Maniac,0.628,0.639,-5.46,0.0435,0.00162,0.354,108.045
44,i miss the old u,0.718,0.805,-5.257,0.325,0.279,0.527,132.995
45,you broke me first,0.642,0.374,-9.386,0.0545,0.786,0.0906,124.099
46,B.S. (feat. H.E.R.),0.617,0.525,-10.426,0.12,0.554,0.135,135.781
47,all the good girls go to hell,0.726,0.444,-8.922,0.372,0.283,0.177,185.044
48,Hello!,0.658,0.506,-9.927,0.246,0.735,0.0469,130.491
49,Candy Store,0.728,0.525,-5.91,0.171,0.585,0.0962,141.855
50,Alexander Hamilton,0.609,0.435,-7.861,0.285,0.522,0.118,131.995
51,Seventeen,0.336,0.217,-9.4,0.0487,0.662,0.315,77.158
52,I Believe,0.377,0.452,-9.133,0.051,0.676,0.295,166.553
53,My Shot,0.698,0.649,-6.764,0.415,0.15,0.0903,180.466
54,Dead Girl Walking,0.537,0.664,-6.503,0.0951,0.518,0.0665,106.198
55,Satisfied,0.707,0.593,-8.581,0.0949,0.287,0.15,123.772
56,You and Me (But Mostly Me),0.482,0.509,-7.947,0.0477,0.602,0.0398,75.263
57,Lifeboat,0.453,0.235,-10.099,0.0321,0.747,0.102,82.073
58,All You Wanna Do,0.738,0.532,-7.967,0.187,0.302,0.0855,143.991
59,Welcome To The Rock,0.657,0.674,-5.424,0.347,0.37,0.202,167.967
60,The Other Side,0.638,0.795,-8.45,0.302,0.00433,0.153,153.99
61,All That Jazz,0.635,0.278,-12.551,0.203,0.797,0.0672,133.517
62,Another Day Of Sun,0.588,0.742,-6.757,0.0528,0.0162,0.653,125.819
63,From Now On,0.516,0.518,-10.383,0.04,0.00483,0.585,108.027
64,Someone In The Crowd,0.616,0.538,-9.165,0.17,0.0906,0.192,127.948
65,A Million Dreams,0.265,0.312,-11.689,0.0569,0.243,0.0893,54.747
66,Run And Tell That,0.608,0.881,-4.765,0.205,0.0492,0.44,150.236
67,Come Alive,0.702,0.77,-9.411,0.128,0.00558,0.211,118.034
68,A Lovely Night,0.364,0.478,-8.645,0.0473,0.299,0.124,134.551
69,Audition (The Fools Who Dream),0.344,0.157,-11.773,0.0457,0.756,0.351,57.86
70,Never Enough,0.277,0.394,-8.903,0.0336,0.423,0.0952,86.777
71,On the Steps of the Palace,0.445,0.172,-13.953,0.0768,0.872,0.0858,178.02
72,Tightrope,0.351,0.331,-10.316,0.0382,0.3,0.0919,161.564
73,City Of Stars,0.585,0.0809,-19.346,0.0523,0.954,0.0935,98.379
74,Belle,0.524,0.504,-7.641,0.05,0.82,0.0817,123.66
75,"Aaron Burr, Sir",0.646,0.439,-10.837,0.818,0.272,0.0945,160.387
76,"Reflection - From ""Mulan"" / Pop Version",0.504,0.226,-18.574,0.0277,0.259,0.113,95.793
77,You'll Be Back,0.607,0.466,-7.562,0.0578,0.39,0.135,121.741
78,A Very Nice Prince,0.582,0.198,-15.21,0.154,0.878,0.0822,90.658
79,The Room Where It Happens,0.638,0.49,-9.382,0.426,0.271,0.664,173.552
80,A Whole New World,0.395,0.375,-7.948,0.034,0.225,0.145,121.04
81,One Jump Ahead,0.689,0.725,-6.17,0.054,0.0885,0.0485,119.373
82,Prince Ali,0.409,0.765,-5.674,0.104,0.0574,0.0922,97.383
83,Arabian Nights (2019),0.445,0.532,-8.018,0.0405,0.254,0.109,128.776
84,Speechless (Full),0.474,0.489,-7.625,0.0342,0.467,0.119,124.844
85,The Man That Got Away,0.31,0.337,-7.945,0.0299,0.939,0.162,79.618
86,Say It to My Face,0.753,0.566,-4.763,0.435,0.169,0.276,113.884
87,Boys Ain't Shit,0.826,0.615,-4.729,0.137,0.435,0.334,102.999
88,feel something,0.74,0.415,-8.914,0.0707,0.242,0.319,136.029
89,Strawberries & Cigarettes,0.578,0.537,-8.676,0.0832,0.162,0.076,83.909
90,Issues,0.728,0.415,-6.852,0.0639,0.401,0.0616,114.145
91,BERMUDA TRIANGLE,0.469,0.819,-3.469,0.306,0.0592,0.178,89.013
92,Hate,0.686,0.902,-3.78,0.163,0.0474,0.201,149.96
93,Palette (Feat. G-DRAGON),0.804,0.68,-3.81,0.2,0.458,0.102,102.013
94,WINE (Feat.Changmo) (Prod. SUGA),0.62,0.644,-2.713,0.0447,0.314,0.105,145.87
95,And July,0.735,0.852,-3.85,0.092,0.0401,0.196,98.494
96,200%,0.853,0.638,-4.911,0.0536,0.379,0.27,102.06
97,BBIBBI,0.839,0.617,-4.692,0.331,0.241,0.3,143.894
98,Paris,0.576,0.671,-6.408,0.0474,0.0482,0.114,114.839
99,Don't Leave Me (Ne me quitte pas),0.774,0.615,-5.983,0.0408,0.19,0.094,89.005
100,Hero,0.372,0.15,-10.954,0.0498,0.957,0.142,209.528
101,Laughing With,0.544,0.298,-12.644,0.057,0.858,0.113,76.962
102,All the Rowboats,0.558,0.653,-8.312,0.0428,0.273,0.108,166.0
103,Smoke,0.737,0.717,-6.118,0.11,0.128,0.558,132.023
104,Roots (feat. Raja Kumari),0.94,0.577,-5.838,0.0827,0.00137,0.0965,126.961
105,Two Birds,0.546,0.5,-8.881,0.0379,0.802,0.107,150.92
106,One More Time with Feeling,0.814,0.394,-10.271,0.0433,0.376,0.156,119.083
107,SUGAR,0.453,0.538,-8.212,0.0638,0.449,0.19,122.973
108,Starlight,0.55,0.874,-4.046,0.0321,0.000436,0.206,121.61
109,Heathens,0.732,0.396,-9.348,0.0286,0.0841,0.105,90.024
110,Afghan Jalebi (Film Version),0.84,0.884,-3.217,0.334,0.427,0.0885,118.005
111,Labon Ka Karobaar,0.599,0.731,-4.672,0.0342,0.0724,0.209,119.983
112,One Night,0.389,0.357,-7.663,0.0542,0.701,0.0909,172.642
113,Dreaming,0.725,0.317,-7.408,0.0593,0.628,0.0969,82.085
114,City,0.681,0.364,-9.95,0.248,0.911,0.115,91.083
115,Hit List,0.819,0.397,-10.076,0.063,0.454,0.0973,96.982
116,Mercy,0.694,0.308,-11.302,0.056,0.743,0.109,74.984
117,Lavender,0.543,0.349,-10.543,0.0648,0.678,0.109,111.873
118,All We Know,0.496,0.906,-3.366,0.0705,0.00161,0.151,159.878
119,Playing God,0.583,0.96,-3.597,0.0511,0.00105,0.0801,137.991
120,The Only Exception,0.452,0.563,-6.607,0.0272,0.144,0.143,137.715
121,Hallelujah,0.396,0.863,-2.646,0.0453,0.000787,0.279,150.778
122,Pressure,0.509,0.887,-3.785,0.0958,0.00166,0.0994,161.99
123,Nine in the Afternoon,0.249,0.804,-3.233,0.0502,0.0201,0.262,155.066
124,Some (feat.Geeks Lil Boi),0.738,0.676,-3.025,0.0507,0.446,0.253,95.04
125,hot girl bummer,0.778,0.559,-7.109,0.0776,0.128,0.399,129.989
126,Kick It,0.764,0.787,-3.647,0.0445,0.0153,0.0736,124.949
127,bloodline,0.758,0.665,-5.188,0.0774,0.0815,0.216,151.976
128,Trivia 轉 : Seesaw,0.707,0.791,-4.481,0.035,0.181,0.102,106.985
129,Headlines,0.636,0.566,-7.16,0.106,0.365,0.0917,151.894
130,Shore,0.477,0.227,-15.298,0.0387,0.943,0.121,168.149
131,Come Around,0.676,0.539,-6.742,0.0278,0.217,0.115,130.955
132,Intro: Serendipity,0.476,0.581,-8.795,0.12,0.523,0.201,129.568
133,dimple,0.612,0.844,-4.694,0.0756,0.142,0.287,134.868
134,Castle,0.626,0.571,-7.461,0.0327,0.25,0.0946,129.959
135,New Americana,0.339,0.707,-5.121,0.0428,0.0113,0.337,173.993
136,Colors,0.512,0.812,-4.809,0.0617,0.0534,0.092,100.02
137,Hold Me Down,0.677,0.744,-4.512,0.0882,0.279,0.119,145.928
138,Control,0.549,0.675,-5.637,0.0332,0.399,0.181,119.898
139,Young God,0.449,0.599,-6.509,0.0405,0.324,0.114,119.868
140,Heaven In Hiding,0.55,0.874,-3.954,0.136,0.0957,0.0618,117.926
141,Lie,0.361,0.468,-5.276,0.0343,0.131,0.175,150.572
142,Don’t Play,0.721,0.709,-7.939,0.0486,0.0566,0.0686,99.961
143,Devil In Me,0.581,0.71,-5.245,0.0348,0.0634,0.0732,106.04
144,Eet,0.665,0.446,-11.884,0.0439,0.57,0.082,141.94
145,Give Love,0.793,0.705,-4.536,0.0695,0.332,0.0751,95.989
146,"Not Spring, Love, or Cherry Blossoms",0.77,0.484,-6.626,0.0538,0.464,0.44,79.988
147,Let the Flames Begin,0.514,0.92,-3.541,0.0385,0.000202,0.25,161.0
148,Dream,0.718,0.476,-9.205,0.139,0.422,0.0876,48.973
149,Roman Holiday,0.431,0.836,-4.428,0.0395,0.0322,0.105,74.473
150,D (Half Moon),0.512,0.765,-5.252,0.136,0.246,0.0573,169.709
151,instagram,0.463,0.566,-6.195,0.145,0.196,0.284,93.921
152,Folding Chair,0.701,0.516,-9.244,0.0462,0.849,0.108,130.053
153,Please don’t…,0.698,0.694,-5.5,0.0321,0.44,0.308,94.998
154,Bad Boy,0.714,0.736,-3.801,0.0457,0.191,0.0553,149.985
155,Us,0.217,0.305,-9.495,0.0321,0.885,0.201,82.848
156,Samson,0.49,0.193,-9.544,0.0421,0.862,0.113,89.154
157,You've Got Time,0.321,0.955,-2.749,0.146,0.00464,0.269,167.467
158,How,0.398,0.102,-11.375,0.0377,0.914,0.104,183.959
159,Lost Boy,0.586,0.128,-9.297,0.0496,0.963,0.0858,123.498
160,Falling in Love at a Coffee Shop,0.415,0.279,-9.024,0.0392,0.863,0.317,100.367
161,Telegraph Ave / Sober,0.625,0.313,-11.887,0.0451,0.833,0.128,122.285
162,Crave You,0.705,0.236,-12.467,0.0379,0.886,0.155,120.02
163,Heartbeats,0.507,0.345,-12.358,0.0325,0.536,0.0898,169.933
164,I Will Follow You into the Dark,0.487,0.322,-8.683,0.0326,0.801,0.11,108.848
165,Something to Say,0.621,0.288,-12.155,0.0314,0.806,0.167,133.94
166,River of Gold,0.506,0.262,-13.31,0.041,0.96,0.104,130.756
167,Gentlemen,0.551,0.336,-8.553,0.0291,0.816,0.112,121.014
168,Billie Jean,0.618,0.127,-11.33,0.0552,0.874,0.1,116.792
169,Things We've Said,0.599,0.37,-9.316,0.0259,0.68,0.111,85.939
170,Any Other Way,0.659,0.339,-9.425,0.0267,0.852,0.128,87.545
171,Manitoba,0.543,0.209,-13.323,0.0304,0.893,0.107,73.327
172,Touch feat. Daniela Andrade - Original Mix,0.546,0.763,-4.744,0.0556,0.141,0.123,139.722
173,Hold feat. Daniela Andrade - Original Mix,0.448,0.725,-5.259,0.0454,0.0316,0.426,151.962
174,No One but You,0.735,0.226,-9.934,0.032,0.876,0.0978,106.909
175,Santa Baby,0.627,0.233,-10.455,0.0499,0.769,0.123,95.161
176,Have Yourself a Merry Little Christmas,0.616,0.226,-7.552,0.0407,0.859,0.103,95.219
177,Christmas Time Is Here,0.444,0.153,-13.083,0.0404,0.769,0.111,125.67
178,WILD,0.581,0.725,-5.349,0.0592,0.0235,0.304,89.989
179,FOOLS,0.292,0.678,-5.595,0.0724,0.192,0.146,87.436
180,TALK ME DOWN,0.362,0.781,-6.803,0.0741,0.151,0.125,173.688
181,Safe & Sound - from The Hunger Games Soundtrack,0.471,0.3,-10.807,0.028,0.883,0.0698,144.319
182,Pity Party,0.716,0.73,-4.126,0.0364,0.058,0.151,136.05
183,Play Date,0.68,0.729,-5.077,0.0475,0.612,0.224,123.97
184,Cry Baby,0.686,0.691,-4.616,0.0371,0.257,0.145,95.046
185,Say It,0.599,0.533,-6.828,0.0311,0.0693,0.0616,75.373
186,This Is Gospel,0.572,0.912,-4.875,0.0707,0.00155,0.102,156.073
187,Sippy Cup,0.715,0.651,-9.241,0.12,0.486,0.228,134.914
188,Lover,0.359,0.543,-7.582,0.0919,0.492,0.118,68.534
189,Miss Americana & The Heartbreak Prince,0.662,0.747,-6.926,0.0736,0.028,0.138,150.088
190,Let the Flames Begin,0.514,0.92,-3.541,0.0385,0.000202,0.25,161.0
191,Ambarsariya,0.649,0.458,-7.632,0.0446,0.574,0.113,180.071
192,Sawaar Loon,0.82,0.645,-6.873,0.0433,0.497,0.118,111.935
193,"Mast Magan (From ""2 States"")",0.659,0.774,-7.014,0.0372,0.606,0.185,82.995
194,Zehnaseeb,0.623,0.595,-6.342,0.0331,0.363,0.353,78.029
195,Sun Saathiya,0.456,0.668,-7.795,0.0373,0.604,0.141,144.062
196,Phir Le Aya Dil,0.414,0.432,-9.667,0.0353,0.844,0.13,76.688
197,Pani Da Rang (Male),0.672,0.67,-7.257,0.0315,0.172,0.197,98.032
198,Ajab Si,0.697,0.438,-8.411,0.0289,0.397,0.293,117.954
199,Jab Se Tere Naina,0.599,0.653,-7.576,0.122,0.362,0.144,79.968
200,Chand Sifarish,0.829,0.665,-8.128,0.0868,0.242,0.123,122.043
201,Suno Na Suno Na,0.6,0.433,-17.076,0.0409,0.0753,0.0724,88.001
202,Agar Main Kahoon,0.815,0.714,-5.483,0.0337,0.743,0.0929,102.011
203,Moonlight,0.633,0.412,-7.339,0.0284,0.42,0.048,102.215
204,raindrops (an angel cried),0.336,0.231,-6.217,0.0497,0.942,0.188,168.685
205,needy,0.647,0.309,-7.948,0.0366,0.78,0.202,87.045
206,in my head,0.662,0.6,-6.402,0.0703,0.173,0.109,134.979
207,Girls Need Love (with Drake) - Remix,0.656,0.432,-9.481,0.217,0.443,0.132,97.022
208,Location,0.736,0.449,-11.462,0.425,0.33,0.0898,80.126
209,Yacht (K) [feat. Sik-K],0.726,0.772,-4.373,0.113,0.451,0.195,80.017
210,Rendezvous,0.855,0.482,-6.673,0.0332,0.0277,0.116,109.998
211,Tear,0.711,0.903,-2.723,0.247,0.327,0.0887,140.015
212,party (Shut Down) [feat. Crush],0.702,0.587,-5.816,0.122,0.27,0.0631,140.001
213,"Bolna (From ""Kapoor & Sons (Since 1921)"")",0.488,0.403,-7.004,0.0272,0.598,0.434,131.496
214,"Deewani Mastani (From ""Bajirao Mastani"")",0.531,0.865,-3.389,0.0536,0.481,0.22,79.97
215,Buddhu Sa Mann,0.644,0.87,-4.816,0.0394,0.193,0.549,125.998
216,"Jeena Jeena (From ""Badlapur"")",0.677,0.318,-9.196,0.028,0.775,0.118,104.983
217,"Tum Hi Ho Bandhu (From ""Cocktail"")",0.714,0.892,-5.342,0.0516,0.00145,0.0462,134.997
218,Radha Kaise Na Jale,0.729,0.505,-9.236,0.323,0.229,0.0975,148.435
219,Bahara,0.456,0.739,-6.733,0.0402,0.0718,0.134,85.773
220,Sunflower - Spider-Man: Into the Spider-Verse,0.76,0.479,-5.574,0.0466,0.556,0.0703,89.911
221,Invincible,0.724,0.6,-4.391,0.29,0.141,0.104,86.984
222,seoul (prod. HONNE),0.587,0.664,-8.63,0.0645,0.344,0.324,99.8
223,moonchild,0.504,0.869,-5.576,0.213,0.0254,0.0659,157.992
224,The 7th Sense,0.682,0.502,-9.507,0.0713,0.0124,0.107,108.08
225,That Green Gentleman (Things Have Changed),0.536,0.796,-6.32,0.0333,0.103,0.177,95.98
226,Northern Downpour,0.47,0.474,-9.406,0.0262,0.0643,0.0645,170.173
227,Hallelujah,0.578,0.886,-4.348,0.0633,0.011,0.143,80.008
228,New Perspective,0.367,0.881,-4.752,0.127,0.00313,0.185,164.028
229,She's so High,0.537,0.84,-4.626,0.0363,0.2,0.0998,124.269
230,Sweater Weather,0.612,0.807,-2.81,0.0336,0.0495,0.101,124.053
231,Roaring 20s,0.271,0.948,-2.207,0.263,0.0467,0.163,83.19
232,Old Fashioned,0.52,0.878,-1.768,0.0616,0.0133,0.0433,168.033
233,She Looks So Perfect,0.494,0.951,-4.237,0.132,0.000569,0.327,160.025
234,Honey,0.606,0.24,-7.102,0.0369,0.772,0.0819,96.792
235,She,0.535,0.521,-5.942,0.0272,0.000532,0.19,140.026
236,Watermelon Sugar,0.548,0.816,-4.209,0.0465,0.122,0.335,95.39
237,The Only Exception,0.452,0.563,-6.607,0.0272,0.144,0.143,137.715
238,Can't Help Falling in Love,0.406,0.0307,-17.636,0.04,0.951,0.0984,136.716
239,LEMONS - Demo,0.501,0.168,-13.682,0.304,0.901,0.134,82.574
240,Bright Blue,0.649,0.42,-10.74,0.0325,0.734,0.0909,82.966
241,Thinkin Bout You,0.625,0.313,-8.534,0.0345,0.863,0.365,117.051
242,KARMA,0.836,0.795,-3.662,0.347,0.0875,0.189,160.06
243,Creep,0.505,0.198,-9.478,0.03,0.812,0.139,74.866
244,Emergency,0.424,0.94,-3.524,0.0573,0.00276,0.277,168.043
245,Crazy,0.707,0.336,-9.347,0.0306,0.237,0.116,98.189
246,Put Your Records On,0.739,0.511,-7.844,0.0362,0.167,0.133,96.038
247,Put Your Head On My Shoulder,0.547,0.335,-9.2,0.0307,0.747,0.101,115.838
248,The Man,0.777,0.658,-5.191,0.054,0.0767,0.0901,110.048
249,Let Her Go,0.479,0.545,-7.346,0.0688,0.365,0.0963,74.897
250,Before You Go,0.459,0.575,-4.858,0.0573,0.604,0.0885,111.881
251,Chasing Cars,0.563,0.592,-4.571,0.0276,0.209,0.132,104.016
252,Photograph,0.614,0.379,-10.48,0.0476,0.607,0.0986,107.989
253,Thinking out Loud,0.781,0.445,-6.061,0.0295,0.474,0.184,78.998
254,This City,0.602,0.377,-6.213,0.0446,0.731,0.0808,73.877
255,"i hate u, i love u (feat. olivia o'brien)",0.492,0.275,-13.4,0.3,0.687,0.101,92.6
256,when the party's over,0.367,0.111,-14.084,0.0972,0.978,0.0897,82.642
257,Moral of the Story (feat. Niall Horan),0.599,0.374,-8.896,0.0385,0.495,0.221,119.9
258,Six Feet Under,0.576,0.307,-12.732,0.0428,0.807,0.0792,67.513
259,Fake ID,0.746,0.862,-6.11,0.0776,0.21,0.225,122.011
260,ocean eyes,0.475,0.37,-7.725,0.0361,0.819,0.0841,144.828
261,Heather,0.357,0.425,-7.301,0.0333,0.584,0.322,102.078
262,YOUTH,0.628,0.737,-4.437,0.041,0.0625,0.0777,91.507
263,Water Fountain,0.723,0.504,-5.572,0.0392,0.388,0.087,133.975
264,Still into You,0.602,0.923,-3.763,0.044,0.0098,0.0561,136.01
265,Out the Bottle,0.835,0.3,-9.647,0.179,0.483,0.0905,124.906
266,Grapefruit,0.696,0.585,-4.377,0.132,0.165,0.0683,174.059
267,Hit List,0.819,0.397,-10.076,0.063,0.454,0.0973,96.982
268,Sin City,0.886,0.225,-11.437,0.457,0.676,0.0938,120.1
269,Best Part (feat. Daniel Caesar),0.473,0.371,-10.219,0.0405,0.795,0.109,75.208
270,Lavender,0.549,0.348,-10.56,0.071,0.677,0.109,112.023
271,Faded (feat. Thutmose),0.605,0.482,-11.926,0.0577,0.188,0.0716,159.991
272,just a boy,0.51,0.301,-5.344,0.0566,0.892,0.127,198.158
273,my future,0.444,0.309,-10.956,0.062,0.795,0.352,104.745
274,Get You (feat. Kali Uchis),0.658,0.294,-8.533,0.0321,0.422,0.0749,74.038
275,Girls Need Love,0.645,0.418,-10.065,0.29,0.558,0.562,96.963
276,Mercy,0.673,0.307,-11.307,0.0718,0.743,0.109,74.973
277,Can I,0.767,0.413,-7.045,0.0784,0.749,0.117,89.887
278,Bella Rosa,0.695,0.449,-12.071,0.295,0.0786,0.12,132.027
279,Y U Gotta B Like That,0.732,0.413,-6.353,0.0702,0.287,0.0565,92.066
280,Chevy Impala,0.629,0.483,-8.131,0.0929,0.311,0.177,174.046
281,3 Musketeers,0.91,0.617,-10.234,0.0847,0.258,0.122,104.972
282,PJ,0.959,0.649,-6.535,0.21,0.096,0.635,106.996
283,Tap In,0.954,0.696,-7.117,0.204,0.00576,0.0754,100.036
284,Stunnin' (feat. Harm Franklin),0.885,0.685,-6.429,0.0627,0.33,0.148,99.954
285,Bitch From Da Souf,0.82,0.433,-7.251,0.242,0.0203,0.169,150.071
286,Geek'd (feat. Lil Baby),0.855,0.562,-7.099,0.299,0.485,0.112,164.053
287,What That Mouth Do,0.8,0.898,-4.997,0.388,0.0582,0.0672,162.06
288,Coño,0.847,0.573,-6.032,0.253,0.00739,0.0845,99.919
289,Skechers,0.903,0.327,-9.727,0.0877,0.26,0.108,100.008
290,dumb bitchitis,0.672,0.801,-6.524,0.284,0.0135,0.191,81.536
291,CITY OF ANGELS,0.686,0.541,-4.993,0.0493,0.042,0.0675,120.082
292,Walked In,0.891,0.538,-6.724,0.394,0.123,0.0848,80.032
293,fast,0.861,0.599,-7.814,0.217,0.182,0.102,100.026
294,Psycho!,0.868,0.365,-9.51,0.0383,0.433,0.207,114.979
295,Vibe,0.759,0.561,-8.74,0.384,0.0676,0.117,159.995
296,Opaul,0.815,0.884,-4.146,0.213,0.00555,0.0983,145.031
297,Captain Hook,0.863,0.633,-5.002,0.287,0.0118,0.285,163.991
298,Bussin,0.858,0.519,-9.02,0.208,0.45,0.0884,148.087
299,Ice Me Out,0.864,0.488,-9.463,0.52,0.0592,0.0837,75.036
300,My Type,0.899,0.811,-6.294,0.258,0.000677,0.0672,105.038
301,Like That (feat. Gucci Mane),0.879,0.499,-6.027,0.18,0.24,0.0967,106.043
302,Wasabi,0.847,0.656,-4.976,0.115,0.00451,0.143,114.001
303,Indigo,0.819,0.664,-5.612,0.0828,0.0958,0.263,144.988
304,"break up with your girlfriend, i'm bored",0.726,0.554,-5.29,0.0917,0.0421,0.106,169.999
305,girlfriend,0.804,0.665,-4.068,0.203,0.374,0.118,132.95
306,Playing Games (with Bryson Tiller) - Extended Version,0.726,0.408,-6.606,0.0614,0.603,0.225,115.918
307,Yellow Hearts (feat. Audrey Mika),0.816,0.401,-8.041,0.22,0.464,0.0657,129.041
308,Wait a Minute!,0.764,0.705,-5.279,0.0278,0.0371,0.0943,101.003
309,Chanel,0.776,0.503,-5.732,0.237,0.874,0.112,110.134
310,ROXANNE,0.621,0.601,-5.616,0.148,0.0522,0.46,116.735
311,Shot Clock,0.512,0.512,-6.008,0.285,0.654,0.148,95.11
312,Boo'd Up,0.397,0.843,-3.726,0.0987,0.158,0.0844,81.201
313,Lip & Hip,0.742,0.847,-2.763,0.0485,0.00117,0.142,112.95
314,FLOWER SHOWER,0.901,0.548,-5.573,0.0976,0.0889,0.0697,99.996
315,Red,0.586,0.916,-1.83,0.0712,0.0027,0.402,163.787
316,How's this,0.746,0.917,-2.182,0.0542,0.0225,0.0527,100.01
317,Crazy,0.54,0.929,-2.646,0.278,0.00589,0.424,176.023
318,Hobgoblin,0.621,0.873,-2.888,0.103,0.0194,0.488,169.91
319,American Boy,0.727,0.729,-2.99,0.326,0.171,0.07,117.932
320,MEGATRON,0.893,0.641,-3.051,0.272,0.128,0.086,94.017
321,No Scrubs,0.743,0.675,-4.267,0.0953,0.0251,0.0685,92.909
322,Selfish,0.378,0.461,-6.202,0.0275,0.627,0.386,75.363
323,Amplifier,0.727,0.714,-4.494,0.0872,0.0209,0.153,164.003
324,Parda,0.689,0.878,-3.513,0.0312,0.00733,0.63,132.012
325,Crazy Kiya Re,0.759,0.938,-5.387,0.123,0.143,0.402,92.017
326,"Chaiyya Chaiyya (From ""Dil Se"")",0.786,0.579,-14.913,0.142,0.186,0.118,90.012
327,"Beedi (From ""Omkara"")",0.727,0.885,-7.073,0.0642,0.179,0.108,119.977
328,It's the Time to Disco,0.902,0.772,-8.29,0.0383,0.0452,0.12,131.992
329,Char Baj Gaye - Party Abhi Baaki Hai,0.95,0.694,-7.089,0.0516,0.0317,0.137,119.972
330,Where's the Party Tonight,0.764,0.863,-5.414,0.0416,0.00269,0.27,132.021
331,Senorita,0.701,0.681,-6.442,0.0466,0.134,0.064,122.539
332,Mauja Hi Mauja,0.738,0.873,-5.659,0.107,0.075,0.225,104.983
333,Bole Chudiyan,0.59,0.875,-5.294,0.171,0.45,0.164,96.915
334,Jumme Ki Raat,0.703,0.873,-6.707,0.111,0.121,0.0352,139.984
335,Dhoom Machale Dhoom,0.7,0.899,-8.262,0.117,0.096,0.327,109.994
336,Rang De Basanti,0.848,0.925,-6.161,0.0767,0.054,0.209,105.006
337,"Nagada Nagada (From ""Jab We Met"")",0.757,0.942,-4.13,0.0461,0.157,0.507,120.006
338,"Teri Ore (From ""Singh Is Kinng"")",0.483,0.798,-4.623,0.0972,0.176,0.24,83.684
339,Desi Girl,0.746,0.924,-6.057,0.0442,0.0169,0.097,136.051
